id_motorista,nome_completo,cpf,registro_cnh,categoria,data_emissao,data_vencimento,snapshot_date
252,Ricardo Gomes,785.201.141-26,246035237,AB,2021-02-09,2031-02-07,2026-04-20 20:49:12.755403
253,Maria Gomes,560.503.358-39,662388742,E,2014-03-31,2024-03-28,2026-04-20 20:49:12.755403
254,Paulo Santos,162.681.567-22,366225536,AB,2023-05-14,2033-05-11,2026-04-20 20:49:12.755403
255,Jose Souza,788.409.986-53,864366963,B,2022-03-09,2032-03-06,2026-04-20 20:49:12.755403
256,Joao Oliveira,168.115.186-19,884283800,C,2019-10-25,2029-10-22,2026-04-20 20:49:12.755403
257,Joao Pereira,346.400.482-77,229513404,AB,2020-06-25,2030-06-23,2026-04-20 20:49:12.755403
258,Joao Silva,904.610.173-26,469221387,E,2010-04-07,2020-04-04,2026-04-20 20:49:12.755403
259,Maria Rodrigues,856.749.134-80,681584784,A,2023-08-07,2033-08-04,2026-04-20 20:49:12.755403
260,Adriana Lima,403.369.452-48,217562200,C,2011-01-25,2021-01-22,2026-04-20 20:49:12.755403
261,Ana Santos,375.510.281-91,121621366,AE,2018-02-06,2028-02-04,2026-04-20 20:49:12.755403
262,Jose Rodrigues,620.901.534-86,819339862,B,2022-12-20,2032-12-17,2026-04-20 20:49:12.755403
263,Carlos Pereira,197.413.184-33,728113141,E,2021-01-09,2031-01-07,2026-04-20 20:49:12.755403
264,Beatriz Silva,345.907.572-55,280284665,AC,2022-09-10,2032-09-07,2026-04-20 20:49:12.755403
265,Beatriz Silva,473.374.127-95,415893404,E,2019-07-23,2029-07-20,2026-04-20 20:49:12.755403
266,Beatriz Pereira,872.140.356-58,729998330,AC,2011-09-23,2021-09-20,2026-04-20 20:49:12.755403
267,Paulo Silva,249.264.548-66,255776596,AB,2018-11-08,2028-11-05,2026-04-20 20:49:12.755403
268,Joao Pereira,612.787.780-56,618953141,AD,2018-02-27,2028-02-25,2026-04-20 20:49:12.755403
269,Ricardo Santos,255.506.117-57,460328728,E,2013-09-01,2023-08-30,2026-04-20 20:49:12.755403
270,Jose Souza,973.738.845-29,213703379,AE,2013-06-27,2023-06-25,2026-04-20 20:49:12.755403
271,Carlos Lima,240.435.993-18,501885858,AB,2017-02-05,2027-02-03,2026-04-20 20:49:12.755403
272,Fernanda Oliveira,641.169.156-23,775906161,AD,2014-10-13,2024-10-10,2026-04-20 20:49:12.755403
273,Joao Oliveira,100.182.778-33,894695276,C,2011-04-07,2021-04-04,2026-04-20 20:49:12.755403
274,Fernanda Ferreira,779.417.580-76,863607778,A,2017-10-29,2027-10-27,2026-04-20 20:49:12.755403
275,Adriana Rodrigues,334.980.267-43,532801142,A,2013-11-25,2023-11-23,2026-04-20 20:49:12.755403
276,Paulo Lima,296.739.166-65,513222216,E,2019-05-13,2029-05-10,2026-04-20 20:49:12.755403
277,Adriana Lima,675.877.864-64,742821607,AC,2022-07-16,2032-07-13,2026-04-20 20:49:12.755403
278,Paulo Rodrigues,355.431.741-28,904088447,B,2019-05-01,2029-04-28,2026-04-20 20:49:12.755403
279,Maria Silva,514.961.902-27,793881528,AB,2019-03-01,2029-02-26,2026-04-20 20:49:12.755403
280,Paulo Lima,598.912.895-68,528452524,AC,2021-01-10,2031-01-08,2026-04-20 20:49:12.755403
281,Adriana Lima,224.557.617-80,310972023,AB,2020-07-01,2030-06-29,2026-04-20 20:49:12.755403
282,Fernanda Rodrigues,600.137.776-11,509263208,B,2021-07-12,2031-07-10,2026-04-20 20:49:12.755403
283,Fernanda Rodrigues,779.418.582-23,562692404,B,2022-12-19,2032-12-16,2026-04-20 20:49:12.755403
284,Jose Oliveira,869.510.423-74,521001392,A,2012-04-19,2022-04-17,2026-04-20 20:49:12.755403
285,Maria Santos,531.393.557-84,561373614,AE,2018-01-22,2028-01-20,2026-04-20 20:49:12.755403
286,Ana Rodrigues,781.168.144-43,431012454,AD,2017-09-29,2027-09-27,2026-04-20 20:49:12.755403
287,Paulo Lima,354.281.872-10,768166674,E,2012-08-20,2022-08-18,2026-04-20 20:49:12.755403
288,Ana Silva,415.595.293-67,681369511,AD,2013-10-13,2023-10-11,2026-04-20 20:49:12.755403
289,Adriana Pereira,573.565.914-77,378966626,D,2020-10-15,2030-10-13,2026-04-20 20:49:12.755403
290,Ricardo Oliveira,686.948.217-48,593694071,A,2019-09-26,2029-09-23,2026-04-20 20:49:12.755403
291,Fernanda Alves,620.183.660-25,311898652,AC,2011-05-18,2021-05-15,2026-04-20 20:49:12.755403
292,Adriana Silva,233.788.656-75,767660791,B,2018-12-06,2028-12-03,2026-04-20 20:49:12.755403
293,Carlos Oliveira,635.532.530-39,957944216,B,2015-05-08,2025-05-05,2026-04-20 20:49:12.755403
294,Carlos Ferreira,693.173.366-69,503774910,AB,2014-10-23,2024-10-20,2026-04-20 20:49:12.755403
295,Ana Gomes,576.386.383-13,989322369,AE,2011-01-31,2021-01-28,2026-04-20 20:49:12.755924
296,Paulo Santos,870.810.198-33,395814733,D,2016-04-12,2026-04-10,2026-04-20 20:49:12.755924
297,Carlos Ferreira,710.765.768-59,161926416,A,2017-12-26,2027-12-24,2026-04-20 20:49:12.755924
298,Fernanda Santos,170.796.943-64,215314123,AD,2016-05-10,2026-05-08,2026-04-20 20:49:12.755924
299,Adriana Pereira,331.158.448-23,649708549,C,2023-02-28,2033-02-25,2026-04-20 20:49:12.755924
300,Beatriz Souza,444.821.439-56,766930220,A,2021-09-02,2031-08-31,2026-04-20 20:49:12.755924
301,Adriana Ferreira,197.401.993-71,985551931,AD,2022-03-11,2032-03-08,2026-04-20 20:49:12.755924
302,Ricardo Rodrigues,489.683.351-42,862587654,B,2012-05-07,2022-05-05,2026-04-20 20:49:12.755924
303,Maria Pereira,610.419.321-31,748126561,E,2016-07-03,2026-07-01,2026-04-20 20:49:12.755924
304,Beatriz Gomes,882.988.494-84,677061145,D,2019-07-29,2029-07-26,2026-04-20 20:49:12.755924
305,Maria Gomes,215.994.856-77,464970348,B,2021-05-30,2031-05-28,2026-04-20 20:49:12.755924
306,Paulo Ferreira,469.122.456-38,236016649,D,2017-11-28,2027-11-26,2026-04-20 20:49:12.755924
307,Maria Gomes,308.784.619-64,546635585,D,2016-01-02,2025-12-30,2026-04-20 20:49:12.755924
308,Jose Alves,470.670.890-57,529907298,E,2020-08-11,2030-08-09,2026-04-20 20:49:12.755924
309,Ricardo Oliveira,420.896.634-62,848125588,D,2013-10-01,2023-09-29,2026-04-20 20:49:12.755924
310,Maria Gomes,324.857.361-97,676812253,E,2020-05-26,2030-05-24,2026-04-20 20:49:12.755924
311,Adriana Lima,299.286.514-68,232448274,C,2014-04-15,2024-04-12,2026-04-20 20:49:12.755924
312,Ricardo Silva,476.278.151-49,360976009,C,2015-03-01,2025-02-26,2026-04-20 20:49:12.755924
313,Beatriz Alves,438.437.887-91,951616238,AD,2014-06-29,2024-06-26,2026-04-20 20:49:12.755924
314,Joao Oliveira,906.905.921-52,157895039,E,2023-08-06,2033-08-03,2026-04-20 20:49:12.755924
315,Fernanda Ferreira,701.882.219-97,613003388,AB,2020-04-08,2030-04-06,2026-04-20 20:49:12.755924
316,Ana Pereira,338.472.252-16,853244068,B,2018-04-24,2028-04-21,2026-04-20 20:49:12.755924
317,Paulo Souza,585.600.516-15,710751965,B,2010-07-07,2020-07-04,2026-04-20 20:49:12.755924
318,Ricardo Souza,317.828.661-50,521413036,B,2013-03-12,2023-03-10,2026-04-20 20:49:12.755924
319,Ana Pereira,179.352.751-37,844493035,D,2018-11-09,2028-11-06,2026-04-20 20:49:12.755924
320,Joao Alves,758.920.692-39,396591180,AB,2012-06-07,2022-06-05,2026-04-20 20:49:12.755924
321,Paulo Souza,613.536.108-44,631361840,B,2015-01-04,2025-01-01,2026-04-20 20:49:12.755924
322,Adriana Santos,788.809.147-30,800079578,A,2015-07-05,2025-07-02,2026-04-20 20:49:12.755924
323,Paulo Souza,219.586.214-69,652717692,AE,2020-02-05,2030-02-02,2026-04-20 20:49:12.755924
324,Paulo Alves,762.960.931-32,179450602,AB,2015-10-23,2025-10-20,2026-04-20 20:49:12.755924
325,Ricardo Oliveira,327.439.901-67,637298099,AC,2013-10-26,2023-10-24,2026-04-20 20:49:12.755924
326,Carlos Lima,683.983.696-39,217760805,AB,2021-10-26,2031-10-24,2026-04-20 20:49:12.755924
327,Beatriz Santos,259.604.985-50,448430202,AC,2018-11-23,2028-11-20,2026-04-20 20:49:12.755924
328,Paulo Santos,927.927.378-32,195721030,AE,2015-05-08,2025-05-05,2026-04-20 20:49:12.755924
329,Maria Pereira,317.818.858-25,356949417,B,2019-11-25,2029-11-22,2026-04-20 20:49:12.755924
330,Joao Ferreira,587.191.674-27,186591139,AB,2023-07-20,2033-07-17,2026-04-20 20:49:12.755924
331,Joao Rodrigues,878.389.390-30,848306217,E,2015-10-28,2025-10-25,2026-04-20 20:49:12.755924
332,Jose Souza,504.771.556-31,532938076,C,2018-06-03,2028-05-31,2026-04-20 20:49:12.755924
333,Beatriz Ferreira,585.785.615-17,713784667,AE,2020-02-17,2030-02-14,2026-04-20 20:49:12.755924
334,Ricardo Souza,190.967.551-91,734669328,D,2013-09-28,2023-09-26,2026-04-20 20:49:12.755924
335,Carlos Pereira,211.790.220-63,220839613,AE,2019-05-21,2029-05-18,2026-04-20 20:49:12.755924
336,Ricardo Santos,784.308.932-43,981708874,AB,2013-09-15,2023-09-13,2026-04-20 20:49:12.755924
337,Adriana Gomes,405.958.521-92,972806825,AB,2015-07-23,2025-07-20,2026-04-20 20:49:12.755924
338,Ana Ferreira,668.575.136-38,131690786,D,2014-09-21,2024-09-18,2026-04-20 20:49:12.755924
339,Joao Ferreira,589.171.678-22,829064393,AD,2013-01-13,2023-01-11,2026-04-20 20:49:12.755924
340,Paulo Gomes,623.912.742-57,294326542,A,2013-08-09,2023-08-07,2026-04-20 20:49:12.755924
341,Paulo Gomes,587.786.256-59,628973543,AB,2019-02-08,2029-02-05,2026-04-20 20:49:12.755924
342,Adriana Ferreira,287.879.261-39,149324686,C,2011-11-10,2021-11-07,2026-04-20 20:49:12.755924
343,Beatriz Souza,488.758.954-76,120109250,AD,2010-01-30,2020-01-28,2026-04-20 20:49:12.755924
344,Carlos Souza,363.853.474-37,464634961,AE,2023-04-02,2033-03-30,2026-04-20 20:49:12.755924
345,Ricardo Lima,822.428.766-16,784385988,A,2021-05-10,2031-05-08,2026-04-20 20:49:12.755924
346,Fernanda Santos,502.318.427-69,475777907,B,2017-09-06,2027-09-04,2026-04-20 20:49:12.755924
347,Beatriz Rodrigues,132.236.280-79,306288458,AE,2019-10-09,2029-10-06,2026-04-20 20:49:12.755924
348,Paulo Souza,145.535.905-43,163451966,AD,2021-12-30,2031-12-28,2026-04-20 20:49:12.755924
349,Maria Silva,675.292.194-61,221972432,AB,2013-10-08,2023-10-06,2026-04-20 20:49:12.755924
350,Maria Rodrigues,692.686.216-12,618361194,D,2016-09-25,2026-09-23,2026-04-20 20:49:12.755924
351,Maria Pereira,684.499.738-23,420177207,B,2013-03-07,2023-03-05,2026-04-20 20:49:12.755924
352,Adriana Lima,863.106.969-71,905213989,B,2019-07-05,2029-07-02,2026-04-20 20:49:12.755924
353,Jose Rodrigues,614.705.145-29,682370376,C,2010-07-13,2020-07-10,2026-04-20 20:49:12.755924
354,Paulo Pereira,649.282.181-70,901301277,AB,2017-09-14,2027-09-12,2026-04-20 20:49:12.755924
355,Beatriz Rodrigues,532.451.694-22,820081654,D,2019-08-23,2029-08-20,2026-04-20 20:49:12.755924
356,Ana Lima,470.669.146-67,136668507,AE,2020-04-18,2030-04-16,2026-04-20 20:49:12.755924
357,Beatriz Souza,624.456.812-82,391314197,AC,2018-08-25,2028-08-22,2026-04-20 20:49:12.755924
358,Paulo Oliveira,292.811.484-23,474816241,AB,2023-02-14,2033-02-11,2026-04-20 20:49:12.755924
359,Maria Rodrigues,254.622.932-44,709965852,A,2011-09-28,2021-09-25,2026-04-20 20:49:12.755924
360,Carlos Silva,175.574.227-46,371557890,AC,2011-03-31,2021-03-28,2026-04-20 20:49:12.755924
361,Paulo Pereira,100.233.233-62,691825693,AD,2017-05-07,2027-05-05,2026-04-20 20:49:12.755924
362,Joao Lima,479.683.642-66,197693128,D,2019-08-19,2029-08-16,2026-04-20 20:49:12.755924
363,Ricardo Lima,474.517.232-80,185418928,AE,2014-01-06,2024-01-04,2026-04-20 20:49:12.755924
364,Joao Lima,802.243.663-55,506596526,A,2012-12-14,2022-12-12,2026-04-20 20:49:12.755924
365,Ricardo Pereira,590.122.817-29,220829769,E,2011-12-04,2021-12-01,2026-04-20 20:49:12.755924
366,Ana Alves,225.685.279-56,202626174,D,2010-02-20,2020-02-18,2026-04-20 20:49:12.755924
367,Adriana Silva,847.181.668-65,857649611,B,2012-09-09,2022-09-07,2026-04-20 20:49:12.755924
368,Ricardo Lima,323.528.388-30,856880501,AB,2013-08-28,2023-08-26,2026-04-20 20:49:12.755924
369,Paulo Pereira,264.359.497-54,701498266,AC,2014-11-19,2024-11-16,2026-04-20 20:49:12.755924
370,Ricardo Alves,292.660.872-82,854595699,AC,2019-03-11,2029-03-08,2026-04-20 20:49:12.755924
371,Ricardo Souza,108.979.470-37,155254262,A,2017-04-25,2027-04-23,2026-04-20 20:49:12.755924
372,Beatriz Alves,904.150.918-50,121567065,AE,2010-06-30,2020-06-27,2026-04-20 20:49:12.755924
373,Maria Ferreira,944.803.979-52,155453186,C,2023-05-17,2033-05-14,2026-04-20 20:49:12.755924
374,Adriana Ferreira,445.463.874-20,787553720,B,2019-06-15,2029-06-12,2026-04-20 20:49:12.755924
375,Ana Oliveira,285.317.654-81,371187293,C,2022-01-03,2032-01-01,2026-04-20 20:49:12.755924
376,Beatriz Alves,503.391.496-55,119291512,AE,2011-08-21,2021-08-18,2026-04-20 20:49:12.755924
377,Ana Souza,980.505.756-37,570539506,A,2011-07-01,2021-06-28,2026-04-20 20:49:12.755924
378,Carlos Rodrigues,138.288.216-38,664838998,AB,2021-10-26,2031-10-24,2026-04-20 20:49:12.755924
379,Carlos Ferreira,226.458.711-63,488516766,AC,2016-11-08,2026-11-06,2026-04-20 20:49:12.755924
380,Carlos Rodrigues,955.207.596-73,723760628,B,2014-12-10,2024-12-07,2026-04-20 20:49:12.755924
381,Adriana Oliveira,839.105.334-41,358514470,E,2010-04-25,2020-04-22,2026-04-20 20:49:12.755924
382,Jose Souza,755.174.407-75,289755200,D,2019-09-19,2029-09-16,2026-04-20 20:49:12.755924
383,Ana Oliveira,145.288.327-14,522554041,AE,2012-03-06,2022-03-04,2026-04-20 20:49:12.755924
384,Paulo Pereira,482.181.233-67,448622860,AC,2011-12-05,2021-12-02,2026-04-20 20:49:12.755924
385,Paulo Alves,640.385.858-18,863610908,D,2019-11-17,2029-11-14,2026-04-20 20:49:12.755924
386,Adriana Santos,993.616.683-76,667661228,A,2023-04-29,2033-04-26,2026-04-20 20:49:12.755924
387,Fernanda Rodrigues,713.568.109-75,568445005,E,2016-04-18,2026-04-16,2026-04-20 20:49:12.755924
388,Beatriz Gomes,473.592.730-44,909092458,AB,2018-12-01,2028-11-28,2026-04-20 20:49:12.755924
389,Adriana Pereira,854.182.365-95,325449189,AD,2011-09-29,2021-09-26,2026-04-20 20:49:12.755924
390,Joao Gomes,553.418.228-14,785055054,AE,2021-02-26,2031-02-24,2026-04-20 20:49:12.755924
391,Fernanda Souza,378.775.164-97,534839636,AC,2016-12-18,2026-12-16,2026-04-20 20:49:12.755924
392,Fernanda Santos,709.187.574-60,729197450,E,2015-10-25,2025-10-22,2026-04-20 20:49:12.755924
393,Carlos Pereira,522.728.520-92,134388581,AE,2012-07-12,2022-07-10,2026-04-20 20:49:12.755924
394,Beatriz Oliveira,611.989.723-98,158283036,AB,2013-04-21,2023-04-19,2026-04-20 20:49:12.755924
395,Beatriz Souza,290.315.577-74,257408324,AE,2014-09-02,2024-08-30,2026-04-20 20:49:12.755924
396,Ricardo Silva,744.586.895-64,490026185,C,2022-10-07,2032-10-04,2026-04-20 20:49:12.755924
397,Adriana Alves,920.236.743-93,221373566,AD,2012-04-14,2022-04-12,2026-04-20 20:49:12.756434
398,Maria Silva,336.231.486-34,429776055,AE,2013-04-06,2023-04-04,2026-04-20 20:49:12.756434
399,Carlos Souza,750.883.949-78,734380327,AD,2011-11-03,2021-10-31,2026-04-20 20:49:12.756434
400,Maria Ferreira,468.777.127-51,333138107,E,2017-12-30,2027-12-28,2026-04-20 20:49:12.756434
401,Paulo Lima,669.238.124-70,693386469,AB,2016-09-21,2026-09-19,2026-04-20 20:49:12.756434
402,Carlos Rodrigues,652.666.626-12,376925557,E,2011-03-20,2021-03-17,2026-04-20 20:49:12.756434
403,Fernanda Souza,219.785.570-93,876262672,B,2014-02-10,2024-02-08,2026-04-20 20:49:12.756434
404,Ricardo Alves,684.460.187-40,300217919,AB,2020-08-09,2030-08-07,2026-04-20 20:49:12.756434
405,Fernanda Silva,921.408.489-99,612877457,AB,2017-10-23,2027-10-21,2026-04-20 20:49:12.756434
406,Carlos Silva,512.894.293-23,458232203,D,2014-11-10,2024-11-07,2026-04-20 20:49:12.756434
407,Ana Ferreira,998.937.985-11,410420390,AC,2020-04-05,2030-04-03,2026-04-20 20:49:12.756434
408,Maria Rodrigues,183.847.554-94,659535784,E,2011-02-20,2021-02-17,2026-04-20 20:49:12.756434
409,Fernanda Lima,916.299.233-92,973389703,E,2013-02-28,2023-02-26,2026-04-20 20:49:12.756434
410,Adriana Oliveira,402.847.641-10,929934332,A,2012-03-29,2022-03-27,2026-04-20 20:49:12.756434
411,Adriana Pereira,569.454.589-76,681174421,D,2014-07-07,2024-07-04,2026-04-20 20:49:12.756434
412,Ricardo Lima,826.248.736-58,198278972,B,2015-12-19,2025-12-16,2026-04-20 20:49:12.756434
413,Beatriz Lima,364.972.961-37,432547421,B,2018-05-05,2028-05-02,2026-04-20 20:49:12.756434
414,Beatriz Souza,146.196.945-52,804234956,C,2011-12-22,2021-12-19,2026-04-20 20:49:12.756434
415,Paulo Lima,984.688.470-54,112122460,D,2017-12-07,2027-12-05,2026-04-20 20:49:12.756434
416,Carlos Santos,424.574.424-64,579369240,AD,2010-03-01,2020-02-27,2026-04-20 20:49:12.756434
417,Carlos Ferreira,623.576.871-57,903865340,AD,2017-07-18,2027-07-16,2026-04-20 20:49:12.756434
418,Carlos Gomes,737.754.988-50,458676447,AD,2018-07-09,2028-07-06,2026-04-20 20:49:12.756434
419,Ana Rodrigues,356.645.307-10,992191052,A,2018-02-19,2028-02-17,2026-04-20 20:49:12.756434
420,Paulo Rodrigues,424.994.335-14,575546891,AD,2018-11-11,2028-11-08,2026-04-20 20:49:12.756434
421,Carlos Ferreira,523.344.988-50,675522165,B,2018-06-23,2028-06-20,2026-04-20 20:49:12.756434
422,Paulo Lima,320.544.391-81,492701089,AE,2012-02-11,2022-02-08,2026-04-20 20:49:12.756434
423,Ricardo Lima,528.305.107-41,800411349,B,2011-12-07,2021-12-04,2026-04-20 20:49:12.756434
424,Adriana Pereira,540.644.632-47,683907847,AB,2022-05-28,2032-05-25,2026-04-20 20:49:12.756434
425,Adriana Rodrigues,543.341.525-23,825896309,A,2021-07-07,2031-07-05,2026-04-20 20:49:12.756434
426,Fernanda Gomes,210.126.273-81,449593821,D,2019-02-11,2029-02-08,2026-04-20 20:49:12.756434
427,Ricardo Oliveira,542.107.167-27,210134352,E,2016-02-04,2026-02-01,2026-04-20 20:49:12.756434
428,Ana Alves,849.202.849-53,836256843,AC,2012-04-24,2022-04-22,2026-04-20 20:49:12.756434
429,Joao Rodrigues,694.569.108-92,406362638,AD,2010-12-22,2020-12-19,2026-04-20 20:49:12.756434
430,Ricardo Pereira,588.779.865-32,676804670,B,2018-02-27,2028-02-25,2026-04-20 20:49:12.756434
431,Paulo Silva,654.811.382-45,826489916,C,2014-01-07,2024-01-05,2026-04-20 20:49:12.756434
432,Ricardo Lima,595.945.472-62,748204748,AE,2021-06-29,2031-06-27,2026-04-20 20:49:12.756434
433,Fernanda Pereira,565.535.577-14,159753635,E,2016-02-28,2026-02-25,2026-04-20 20:49:12.756434
434,Joao Gomes,239.782.948-90,218030248,C,2010-10-10,2020-10-07,2026-04-20 20:49:12.756434
435,Ana Pereira,222.663.790-80,348618798,AB,2014-07-02,2024-06-29,2026-04-20 20:49:12.756434
436,Jose Oliveira,291.740.949-28,121529788,E,2012-02-09,2022-02-06,2026-04-20 20:49:12.756434
437,Fernanda Oliveira,275.609.633-34,279089667,D,2015-06-17,2025-06-14,2026-04-20 20:49:12.756434
438,Ricardo Souza,143.290.191-63,401275985,AB,2011-07-04,2021-07-01,2026-04-20 20:49:12.756434
439,Paulo Lima,828.191.520-56,674360773,C,2015-07-09,2025-07-06,2026-04-20 20:49:12.756434
440,Beatriz Pereira,543.232.235-60,278684024,A,2023-05-30,2033-05-27,2026-04-20 20:49:12.756434
441,Adriana Gomes,575.618.445-43,145459517,AC,2020-09-24,2030-09-22,2026-04-20 20:49:12.756434
442,Ricardo Pereira,118.839.150-85,176476313,E,2017-01-04,2027-01-02,2026-04-20 20:49:12.756434
443,Paulo Oliveira,168.768.163-66,465535341,B,2021-01-26,2031-01-24,2026-04-20 20:49:12.756434
444,Ana Oliveira,812.406.929-56,199734938,AE,2011-08-14,2021-08-11,2026-04-20 20:49:12.756434
445,Paulo Rodrigues,642.616.645-89,727021885,C,2017-12-11,2027-12-09,2026-04-20 20:49:12.756434
446,Fernanda Gomes,327.293.469-22,883079210,D,2020-05-06,2030-05-04,2026-04-20 20:49:12.756434
447,Adriana Silva,482.258.604-36,312352846,AC,2010-11-24,2020-11-21,2026-04-20 20:49:12.756434
448,Ricardo Santos,323.627.372-20,573535400,AC,2017-03-01,2027-02-27,2026-04-20 20:49:12.756434
449,Ana Lima,958.835.877-69,728426695,C,2011-07-05,2021-07-02,2026-04-20 20:49:12.756434
450,Fernanda Rodrigues,745.732.557-37,833688430,AC,2018-12-03,2028-11-30,2026-04-20 20:49:12.756434
451,Carlos Santos,108.309.891-85,184882802,A,2017-06-16,2027-06-14,2026-04-20 20:49:12.756434
452,Maria Lima,511.356.543-40,578905737,AD,2010-05-01,2020-04-28,2026-04-20 20:49:12.756434
453,Paulo Ferreira,431.967.626-47,712138419,AD,2020-10-02,2030-09-30,2026-04-20 20:49:12.756434
454,Joao Gomes,971.777.529-43,558426003,AD,2017-02-25,2027-02-23,2026-04-20 20:49:12.756434
455,Ricardo Alves,804.530.665-28,235175713,E,2011-10-02,2021-09-29,2026-04-20 20:49:12.756434
456,Beatriz Lima,148.493.834-52,501149567,AD,2010-01-31,2020-01-29,2026-04-20 20:49:12.756434
457,Carlos Silva,251.332.201-52,797486609,A,2012-11-13,2022-11-11,2026-04-20 20:49:12.756434
458,Carlos Gomes,979.759.420-39,633329719,A,2021-03-01,2031-02-27,2026-04-20 20:49:12.756434
459,Ricardo Pereira,341.219.312-63,471165487,B,2012-01-10,2022-01-07,2026-04-20 20:49:12.756434
460,Ricardo Oliveira,804.188.592-26,863481945,A,2023-03-06,2033-03-03,2026-04-20 20:49:12.756434
461,Fernanda Gomes,806.983.541-30,217503736,AB,2013-03-16,2023-03-14,2026-04-20 20:49:12.756434
462,Adriana Pereira,180.211.225-12,683037422,AB,2022-09-30,2032-09-27,2026-04-20 20:49:12.756434
463,Beatriz Rodrigues,747.599.851-40,423622098,A,2015-08-04,2025-08-01,2026-04-20 20:49:12.756434
464,Paulo Souza,502.454.235-46,236925427,AE,2016-08-06,2026-08-04,2026-04-20 20:49:12.756434
465,Ana Lima,507.681.711-46,234857916,AE,2019-12-11,2029-12-08,2026-04-20 20:49:12.756434
466,Paulo Souza,725.857.479-98,309496062,B,2014-02-16,2024-02-14,2026-04-20 20:49:12.756434
467,Joao Pereira,643.337.107-97,742556528,C,2018-02-12,2028-02-10,2026-04-20 20:49:12.756434
468,Fernanda Rodrigues,990.833.980-97,555790978,AE,2017-07-17,2027-07-15,2026-04-20 20:49:12.756434
469,Joao Rodrigues,369.500.690-65,715212382,E,2018-07-05,2028-07-02,2026-04-20 20:49:12.756434
470,Paulo Silva,271.801.581-73,996459461,AE,2022-11-02,2032-10-30,2026-04-20 20:49:12.756434
471,Paulo Gomes,710.401.927-49,146311789,B,2019-07-21,2029-07-18,2026-04-20 20:49:12.756434
472,Fernanda Souza,984.218.597-54,422444175,E,2016-02-18,2026-02-15,2026-04-20 20:49:12.756434
473,Jose Silva,128.517.950-11,617441610,E,2020-04-13,2030-04-11,2026-04-20 20:49:12.756434
474,Joao Oliveira,526.308.911-57,515582649,C,2013-04-13,2023-04-11,2026-04-20 20:49:12.756434
475,Jose Santos,224.135.512-19,991734997,D,2015-11-17,2025-11-14,2026-04-20 20:49:12.756434
476,Adriana Santos,479.292.792-24,249412008,D,2016-11-30,2026-11-28,2026-04-20 20:49:12.756434
477,Carlos Santos,326.164.304-23,315628247,AD,2015-03-30,2025-03-27,2026-04-20 20:49:12.756434
478,Joao Souza,678.147.944-95,232520682,B,2014-02-16,2024-02-14,2026-04-20 20:49:12.756434
479,Jose Ferreira,796.476.333-51,193613312,AD,2010-09-20,2020-09-17,2026-04-20 20:49:12.756434
480,Beatriz Lima,138.351.811-97,611026439,C,2016-10-05,2026-10-03,2026-04-20 20:49:12.756434
481,Carlos Oliveira,595.259.574-53,272117221,D,2022-11-03,2032-10-31,2026-04-20 20:49:12.756434
482,Maria Oliveira,870.874.105-96,521220918,B,2015-04-04,2025-04-01,2026-04-20 20:49:12.756434
483,Adriana Pereira,504.887.153-60,269378168,AB,2019-08-24,2029-08-21,2026-04-20 20:49:12.756434
484,Maria Santos,459.516.474-12,122457995,AC,2023-08-09,2033-08-06,2026-04-20 20:49:12.756434
485,Paulo Silva,143.666.825-14,476012054,E,2020-06-24,2030-06-22,2026-04-20 20:49:12.756434
486,Jose Rodrigues,609.483.916-70,420043331,D,2020-08-31,2030-08-29,2026-04-20 20:49:12.756434
487,Ana Silva,334.811.805-37,692269967,E,2011-06-23,2021-06-20,2026-04-20 20:49:12.756434
488,Paulo Oliveira,339.765.815-27,212332519,B,2022-09-26,2032-09-23,2026-04-20 20:49:12.756434
489,Maria Pereira,484.287.491-44,431689829,AE,2022-06-27,2032-06-24,2026-04-20 20:49:12.756434
490,Carlos Ferreira,578.358.339-98,857926014,AD,2020-11-30,2030-11-28,2026-04-20 20:49:12.756434
491,Fernanda Lima,937.167.417-13,635682185,D,2018-07-19,2028-07-16,2026-04-20 20:49:12.756434
492,Paulo Santos,575.124.942-47,811618042,D,2016-02-18,2026-02-15,2026-04-20 20:49:12.756434
493,Carlos Gomes,611.577.224-33,801738825,AC,2010-05-18,2020-05-15,2026-04-20 20:49:12.756434
494,Ricardo Pereira,570.671.716-56,335989874,E,2014-04-19,2024-04-16,2026-04-20 20:49:12.756434
495,Maria Pereira,135.974.202-49,526822156,AE,2019-05-22,2029-05-19,2026-04-20 20:49:12.756946
496,Paulo Oliveira,411.967.889-54,989485938,D,2021-04-06,2031-04-04,2026-04-20 20:49:12.756946
497,Jose Oliveira,210.544.591-80,625732117,D,2017-12-27,2027-12-25,2026-04-20 20:49:12.756946
498,Fernanda Rodrigues,198.620.693-18,998495782,AE,2013-02-09,2023-02-07,2026-04-20 20:49:12.756946
499,Maria Gomes,600.977.489-74,876439256,B,2014-02-25,2024-02-23,2026-04-20 20:49:12.756946
500,Fernanda Souza,180.587.690-37,315569566,D,2011-06-24,2021-06-21,2026-04-20 20:49:12.756946
501,Jose Souza,748.398.124-72,879672513,D,2016-05-16,2026-05-14,2026-04-20 20:49:12.756946
502,Maria Pereira,881.641.347-76,741041533,A,2022-01-30,2032-01-28,2026-04-20 20:49:12.756946
