id_motorista,nome_completo,cpf,registro_cnh,categoria,data_emissao,data_vencimento,snapshot_date
252,Beatriz Gomes,911.268.325-11,169369910,AD,2012-10-23,2022-10-21,2026-04-22 21:46:34.563323
253,Ana Ferreira,443.201.466-57,398032981,AE,2018-07-19,2028-07-16,2026-04-22 21:46:34.563327
254,Paulo Silva,412.284.686-59,883130889,E,2019-07-27,2029-07-24,2026-04-22 21:46:34.563330
255,Fernanda Santos,193.413.183-98,588913215,AD,2017-11-20,2027-11-18,2026-04-22 21:46:34.563334
256,Maria Rodrigues,915.779.853-40,860810477,AC,2013-11-15,2023-11-13,2026-04-22 21:46:34.563340
257,Carlos Silva,540.494.187-69,289503892,B,2018-04-04,2028-04-01,2026-04-22 21:46:34.563344
258,Beatriz Gomes,330.901.457-31,393691984,A,2020-12-22,2030-12-20,2026-04-22 21:46:34.563351
259,Paulo Ferreira,931.826.623-55,678643517,AB,2019-03-13,2029-03-10,2026-04-22 21:46:34.563355
260,Beatriz Gomes,151.140.253-54,773442931,B,2021-02-20,2031-02-18,2026-04-22 21:46:34.563359
261,Maria Pereira,379.236.293-36,259173400,AE,2019-10-07,2029-10-04,2026-04-22 21:46:34.563363
262,Ricardo Rodrigues,266.227.184-79,879745467,C,2021-07-25,2031-07-23,2026-04-22 21:46:34.563366
263,Fernanda Santos,448.716.248-26,135383432,A,2020-09-15,2030-09-13,2026-04-22 21:46:34.563370
264,Ana Gomes,270.252.682-91,769753225,AC,2019-08-04,2029-08-01,2026-04-22 21:46:34.563374
265,Ricardo Lima,196.878.435-11,461965271,E,2022-05-10,2032-05-07,2026-04-22 21:46:34.563377
266,Paulo Ferreira,274.185.391-94,808274254,E,2015-09-04,2025-09-01,2026-04-22 21:46:34.563381
267,Adriana Souza,400.408.117-27,890637542,E,2013-10-20,2023-10-18,2026-04-22 21:46:34.563384
268,Jose Oliveira,104.766.944-94,376277866,AC,2013-10-20,2023-10-18,2026-04-22 21:46:34.563388
269,Adriana Oliveira,821.778.619-62,237216316,C,2015-01-23,2025-01-20,2026-04-22 21:46:34.563392
270,Maria Gomes,758.538.662-15,795106939,A,2015-03-08,2025-03-05,2026-04-22 21:46:34.563396
271,Jose Pereira,784.625.295-77,683893593,AB,2023-07-24,2033-07-21,2026-04-22 21:46:34.563399
272,Ana Santos,910.224.692-53,779230765,E,2018-02-02,2028-01-31,2026-04-22 21:46:34.563408
273,Paulo Oliveira,518.860.520-81,954088819,AB,2023-02-01,2033-01-29,2026-04-22 21:46:34.563412
274,Paulo Lima,363.518.451-14,868289652,E,2013-09-03,2023-09-01,2026-04-22 21:46:34.563415
275,Paulo Santos,947.468.949-45,824592765,AC,2021-12-12,2031-12-10,2026-04-22 21:46:34.563419
276,Joao Lima,327.513.237-67,454146102,D,2013-01-12,2023-01-10,2026-04-22 21:46:34.563425
277,Ricardo Souza,208.706.758-80,832580109,AC,2011-01-08,2021-01-05,2026-04-22 21:46:34.563428
278,Fernanda Alves,348.676.467-66,473397416,D,2015-11-25,2025-11-22,2026-04-22 21:46:34.563432
279,Fernanda Silva,815.555.904-55,665622427,AB,2019-05-11,2029-05-08,2026-04-22 21:46:34.563438
280,Jose Silva,576.295.524-42,518161265,AC,2010-07-07,2020-07-04,2026-04-22 21:46:34.563441
281,Jose Ferreira,690.125.161-67,895705465,E,2020-12-28,2030-12-26,2026-04-22 21:46:34.563445
282,Joao Alves,365.755.213-17,212781651,AB,2013-03-24,2023-03-22,2026-04-22 21:46:34.563449
283,Ricardo Oliveira,158.854.525-14,489344813,AE,2016-01-02,2025-12-30,2026-04-22 21:46:34.563453
284,Ana Santos,252.363.535-35,689657241,AE,2016-01-29,2026-01-26,2026-04-22 21:46:34.563456
285,Ana Silva,544.794.757-53,662576157,E,2010-10-28,2020-10-25,2026-04-22 21:46:34.563460
286,Ricardo Alves,737.535.359-47,749253330,AD,2010-08-25,2020-08-22,2026-04-22 21:46:34.563464
287,Paulo Alves,128.189.522-62,580497150,AB,2016-03-12,2026-03-10,2026-04-22 21:46:34.563468
288,Jose Lima,756.645.467-58,523905639,AD,2022-12-26,2032-12-23,2026-04-22 21:46:34.563471
289,Adriana Lima,466.701.502-25,875968258,AB,2013-04-23,2023-04-21,2026-04-22 21:46:34.563475
290,Maria Souza,656.500.492-36,409947925,E,2015-08-05,2025-08-02,2026-04-22 21:46:34.563479
291,Ana Oliveira,197.351.290-57,126140329,A,2023-05-24,2033-05-21,2026-04-22 21:46:34.563482
292,Joao Lima,956.412.504-53,389709737,D,2019-06-19,2029-06-16,2026-04-22 21:46:34.563486
293,Paulo Lima,586.269.898-11,672221620,B,2019-04-11,2029-04-08,2026-04-22 21:46:34.563489
294,Paulo Ferreira,191.159.849-87,359513872,B,2011-04-05,2021-04-02,2026-04-22 21:46:34.563493
295,Paulo Ferreira,294.156.194-27,807375597,E,2010-05-07,2020-05-04,2026-04-22 21:46:34.563500
296,Adriana Lima,486.332.404-31,572267246,AB,2016-11-15,2026-11-13,2026-04-22 21:46:34.563504
297,Ana Souza,578.715.249-64,737041167,C,2011-12-28,2021-12-25,2026-04-22 21:46:34.563508
298,Fernanda Rodrigues,974.160.704-68,626427777,AE,2020-10-18,2030-10-16,2026-04-22 21:46:34.563512
299,Maria Silva,323.973.841-50,970486807,AE,2023-06-16,2033-06-13,2026-04-22 21:46:34.563515
300,Carlos Silva,104.106.748-51,306406728,D,2020-03-30,2030-03-28,2026-04-22 21:46:34.563523
301,Maria Ferreira,934.166.538-72,388574019,AB,2022-03-20,2032-03-17,2026-04-22 21:46:34.563527
302,Ana Souza,228.873.279-21,510945649,A,2010-05-15,2020-05-12,2026-04-22 21:46:34.563531
303,Fernanda Pereira,961.409.551-37,546636032,AC,2022-08-08,2032-08-05,2026-04-22 21:46:34.563534
304,Carlos Santos,157.249.411-35,477199431,C,2017-11-16,2027-11-14,2026-04-22 21:46:34.563538
305,Adriana Souza,511.227.810-56,356959698,D,2017-01-21,2027-01-19,2026-04-22 21:46:34.563542
306,Beatriz Gomes,517.940.481-82,989091450,E,2018-03-11,2028-03-08,2026-04-22 21:46:34.563545
307,Carlos Santos,953.117.481-78,982115620,D,2014-06-09,2024-06-06,2026-04-22 21:46:34.563549
308,Fernanda Ferreira,980.866.916-37,786899434,AB,2013-06-26,2023-06-24,2026-04-22 21:46:34.563553
309,Maria Ferreira,646.745.667-11,408473139,B,2010-10-22,2020-10-19,2026-04-22 21:46:34.563556
310,Adriana Pereira,534.437.223-98,826564839,AB,2012-04-07,2022-04-05,2026-04-22 21:46:34.563560
311,Maria Rodrigues,534.938.188-45,896631186,A,2015-12-31,2025-12-28,2026-04-22 21:46:34.563564
312,Carlos Lima,565.307.129-36,704022192,AD,2021-07-02,2031-06-30,2026-04-22 21:46:34.563567
313,Joao Ferreira,268.546.125-22,617867348,AC,2018-07-10,2028-07-07,2026-04-22 21:46:34.563571
314,Paulo Lima,878.350.863-98,606355027,A,2010-02-13,2020-02-11,2026-04-22 21:46:34.563574
315,Ana Gomes,987.891.734-56,838158535,C,2020-09-25,2030-09-23,2026-04-22 21:46:34.563580
316,Ana Ferreira,633.695.965-75,294783975,D,2013-01-22,2023-01-20,2026-04-22 21:46:34.563584
317,Joao Alves,807.517.621-32,615300475,C,2018-06-15,2028-06-12,2026-04-22 21:46:34.563588
318,Paulo Gomes,785.648.426-38,876716198,D,2015-02-03,2025-01-31,2026-04-22 21:46:34.563591
319,Fernanda Silva,347.928.304-40,343435003,AE,2010-01-01,2019-12-30,2026-04-22 21:46:34.563595
320,Ricardo Souza,319.109.294-54,786521929,AE,2015-03-29,2025-03-26,2026-04-22 21:46:34.563599
321,Carlos Silva,478.373.277-39,979703784,A,2023-01-17,2033-01-14,2026-04-22 21:46:34.563605
322,Ana Lima,944.619.437-59,856971649,B,2015-04-20,2025-04-17,2026-04-22 21:46:34.563609
323,Joao Rodrigues,442.896.737-16,725217924,B,2013-10-08,2023-10-06,2026-04-22 21:46:34.563612
324,Jose Gomes,316.386.495-43,617535902,AD,2018-08-11,2028-08-08,2026-04-22 21:46:34.563616
325,Carlos Alves,878.943.591-93,580346020,AC,2021-01-12,2031-01-10,2026-04-22 21:46:34.563620
326,Adriana Silva,912.266.106-68,584524726,B,2023-04-02,2033-03-30,2026-04-22 21:46:34.563623
327,Maria Pereira,204.137.584-97,558589044,AB,2021-07-08,2031-07-06,2026-04-22 21:46:34.563627
328,Carlos Oliveira,356.372.743-66,693087552,D,2017-05-13,2027-05-11,2026-04-22 21:46:34.563633
329,Ricardo Gomes,719.456.144-21,366643990,D,2011-07-16,2021-07-13,2026-04-22 21:46:34.563636
330,Beatriz Lima,187.388.128-27,219750704,AC,2014-06-01,2024-05-29,2026-04-22 21:46:34.563640
331,Ana Lima,658.322.315-61,191948973,E,2023-07-14,2033-07-11,2026-04-22 21:46:34.563643
332,Carlos Alves,103.687.678-86,282311080,D,2016-07-05,2026-07-03,2026-04-22 21:46:34.563647
333,Adriana Santos,446.217.847-40,298318437,AB,2014-09-03,2024-08-31,2026-04-22 21:46:34.563650
334,Maria Alves,338.108.495-22,891716398,AD,2022-05-30,2032-05-27,2026-04-22 21:46:34.563656
335,Paulo Ferreira,281.149.820-65,249413186,A,2017-06-14,2027-06-12,2026-04-22 21:46:34.563660
336,Maria Ferreira,245.352.633-35,976977881,D,2016-07-01,2026-06-29,2026-04-22 21:46:34.563666
337,Fernanda Silva,286.622.763-97,523138960,AB,2018-05-15,2028-05-12,2026-04-22 21:46:34.563670
338,Joao Rodrigues,935.289.192-59,108258275,AB,2010-12-13,2020-12-10,2026-04-22 21:46:34.563673
339,Ana Gomes,500.104.805-21,612497130,AD,2021-10-21,2031-10-19,2026-04-22 21:46:34.563677
340,Joao Lima,921.875.751-54,709231387,C,2013-05-04,2023-05-02,2026-04-22 21:46:34.563681
341,Fernanda Lima,239.816.654-53,112659410,AD,2015-11-17,2025-11-14,2026-04-22 21:46:34.563684
342,Maria Souza,291.591.855-58,939383376,D,2014-07-20,2024-07-17,2026-04-22 21:46:34.563688
343,Paulo Alves,211.520.337-45,229817802,E,2020-11-09,2030-11-07,2026-04-22 21:46:34.563694
344,Maria Pereira,120.682.481-84,914044055,AB,2014-09-01,2024-08-29,2026-04-22 21:46:34.563697
345,Ana Silva,306.362.729-24,655691209,C,2020-07-01,2030-06-29,2026-04-22 21:46:34.563701
346,Adriana Rodrigues,235.720.986-28,120729538,A,2020-09-13,2030-09-11,2026-04-22 21:46:34.563705
347,Ana Souza,546.632.585-85,484520924,AE,2023-05-18,2033-05-15,2026-04-22 21:46:34.563709
348,Maria Silva,398.516.912-24,151579915,D,2019-12-21,2029-12-18,2026-04-22 21:46:34.563712
349,Joao Pereira,330.465.388-91,118372535,AD,2020-05-15,2030-05-13,2026-04-22 21:46:34.563716
350,Jose Lima,185.928.266-16,510062642,A,2013-01-06,2023-01-04,2026-04-22 21:46:34.563719
351,Carlos Alves,679.924.971-83,894541998,C,2014-10-29,2024-10-26,2026-04-22 21:46:34.563723
352,Jose Souza,711.572.230-60,906472865,B,2010-11-06,2020-11-03,2026-04-22 21:46:34.563726
353,Beatriz Pereira,919.240.641-51,360627882,AE,2011-04-19,2021-04-16,2026-04-22 21:46:34.563730
354,Carlos Souza,838.260.645-96,112012817,AB,2013-04-02,2023-03-31,2026-04-22 21:46:34.563736
355,Carlos Souza,506.261.868-41,914260192,AB,2021-04-23,2031-04-21,2026-04-22 21:46:34.563740
356,Paulo Santos,280.605.959-10,798350467,B,2017-01-20,2027-01-18,2026-04-22 21:46:34.563743
357,Paulo Ferreira,407.347.849-74,673239595,AC,2016-09-24,2026-09-22,2026-04-22 21:46:34.563749
358,Carlos Ferreira,582.805.712-65,393036936,AC,2013-12-21,2023-12-19,2026-04-22 21:46:34.563753
359,Maria Alves,598.786.925-56,977196776,C,2015-12-09,2025-12-06,2026-04-22 21:46:34.563756
360,Fernanda Pereira,898.854.585-57,667008946,AD,2022-02-23,2032-02-21,2026-04-22 21:46:34.563760
361,Beatriz Pereira,910.498.219-82,900711781,B,2012-09-16,2022-09-14,2026-04-22 21:46:34.563764
362,Paulo Santos,345.250.774-62,586522515,B,2012-05-30,2022-05-28,2026-04-22 21:46:34.563767
363,Jose Gomes,655.641.192-32,153856951,AE,2016-12-12,2026-12-10,2026-04-22 21:46:34.563771
364,Joao Rodrigues,979.371.130-52,320108963,AB,2012-03-12,2022-03-10,2026-04-22 21:46:34.563805
365,Beatriz Santos,787.213.495-57,130363610,B,2021-08-27,2031-08-25,2026-04-22 21:46:34.563811
366,Joao Souza,472.773.510-91,284843030,B,2020-02-28,2030-02-25,2026-04-22 21:46:34.563816
367,Maria Lima,647.305.673-30,884403435,B,2015-11-22,2025-11-19,2026-04-22 21:46:34.563820
368,Paulo Oliveira,761.323.776-94,892912049,B,2019-12-03,2029-11-30,2026-04-22 21:46:34.563824
369,Fernanda Alves,645.982.492-73,380062003,A,2012-04-14,2022-04-12,2026-04-22 21:46:34.563828
370,Carlos Rodrigues,197.235.572-26,875136238,A,2013-08-03,2023-08-01,2026-04-22 21:46:34.563832
371,Beatriz Rodrigues,996.588.837-32,480415409,E,2020-01-23,2030-01-20,2026-04-22 21:46:34.563836
372,Jose Silva,375.920.903-91,705206171,B,2022-05-02,2032-04-29,2026-04-22 21:46:34.563839
373,Ricardo Alves,983.439.651-64,252707184,D,2022-07-09,2032-07-06,2026-04-22 21:46:34.563846
374,Joao Silva,562.584.534-29,235520484,D,2023-05-15,2033-05-12,2026-04-22 21:46:34.563851
375,Maria Souza,794.506.600-71,955490553,A,2017-01-16,2027-01-14,2026-04-22 21:46:34.563855
376,Adriana Silva,316.702.270-89,826732156,A,2020-03-27,2030-03-25,2026-04-22 21:46:34.563859
377,Beatriz Rodrigues,341.863.114-60,402174155,AC,2021-10-10,2031-10-08,2026-04-22 21:46:34.563863
378,Maria Ferreira,900.840.725-42,721680028,A,2020-06-16,2030-06-14,2026-04-22 21:46:34.563867
379,Fernanda Rodrigues,872.670.729-86,163019717,E,2010-09-25,2020-09-22,2026-04-22 21:46:34.563871
380,Adriana Alves,760.358.301-34,914791013,AB,2023-03-13,2033-03-10,2026-04-22 21:46:34.563874
381,Jose Gomes,982.966.554-52,149558650,C,2020-03-03,2030-03-01,2026-04-22 21:46:34.563878
382,Joao Alves,354.384.549-75,168521951,AB,2010-02-17,2020-02-15,2026-04-22 21:46:34.563882
383,Fernanda Lima,857.948.128-82,697421391,AC,2015-04-10,2025-04-07,2026-04-22 21:46:34.563886
384,Fernanda Gomes,843.108.687-34,170663730,A,2012-08-09,2022-08-07,2026-04-22 21:46:34.563889
385,Joao Lima,869.676.521-19,736872275,AB,2019-09-05,2029-09-02,2026-04-22 21:46:34.563925
386,Joao Silva,332.376.757-51,702856217,C,2017-01-14,2027-01-12,2026-04-22 21:46:34.563931
387,Jose Gomes,759.924.436-56,745886535,AC,2020-08-12,2030-08-10,2026-04-22 21:46:34.563935
388,Joao Oliveira,188.143.647-96,117205664,A,2019-12-21,2029-12-18,2026-04-22 21:46:34.563939
389,Paulo Souza,480.989.112-88,771117374,C,2011-03-03,2021-02-28,2026-04-22 21:46:34.563943
390,Joao Oliveira,324.535.374-32,822842252,AE,2022-05-19,2032-05-16,2026-04-22 21:46:34.563947
391,Maria Santos,231.875.157-75,628587928,AE,2022-06-30,2032-06-27,2026-04-22 21:46:34.563951
392,Ricardo Oliveira,455.220.845-16,310285263,AD,2010-11-15,2020-11-12,2026-04-22 21:46:34.563955
393,Maria Lima,759.160.935-15,130002131,AE,2014-09-08,2024-09-05,2026-04-22 21:46:34.563965
394,Paulo Rodrigues,523.457.532-83,846007827,AD,2014-04-10,2024-04-07,2026-04-22 21:46:34.563993
395,Fernanda Ferreira,334.424.218-49,857920340,A,2020-08-09,2030-08-07,2026-04-22 21:46:34.564002
396,Ana Lima,557.534.503-41,212093062,A,2021-09-05,2031-09-03,2026-04-22 21:46:34.564007
397,Jose Pereira,184.735.225-46,489482203,C,2012-11-24,2022-11-22,2026-04-22 21:46:34.564012
398,Carlos Lima,864.598.435-28,682503709,AC,2019-02-09,2029-02-06,2026-04-22 21:46:34.564016
399,Jose Pereira,902.671.359-16,436358689,C,2021-05-13,2031-05-11,2026-04-22 21:46:34.564020
400,Carlos Silva,132.267.537-66,304443554,B,2015-09-02,2025-08-30,2026-04-22 21:46:34.564029
401,Carlos Ferreira,622.997.505-65,995920337,AB,2012-08-24,2022-08-22,2026-04-22 21:46:34.564033
402,Joao Lima,335.934.997-47,261418266,D,2022-10-14,2032-10-11,2026-04-22 21:46:34.564037
403,Beatriz Gomes,938.619.689-92,469079353,A,2019-11-28,2029-11-25,2026-04-22 21:46:34.564041
404,Jose Gomes,933.311.779-81,665682395,AB,2017-09-22,2027-09-20,2026-04-22 21:46:34.564044
405,Fernanda Pereira,507.956.366-25,773901777,AD,2018-08-26,2028-08-23,2026-04-22 21:46:34.564048
406,Joao Silva,741.604.117-71,656682467,AB,2019-07-18,2029-07-15,2026-04-22 21:46:34.564054
407,Maria Silva,877.675.670-61,115865150,D,2014-08-30,2024-08-27,2026-04-22 21:46:34.564058
408,Jose Rodrigues,678.910.101-95,148301094,AC,2020-04-01,2030-03-30,2026-04-22 21:46:34.564062
409,Fernanda Lima,381.907.888-34,666574138,E,2016-08-16,2026-08-14,2026-04-22 21:46:34.564066
410,Fernanda Ferreira,817.963.703-93,998372792,AB,2019-03-30,2029-03-27,2026-04-22 21:46:34.564070
411,Joao Pereira,760.811.323-87,265125446,B,2015-06-22,2025-06-19,2026-04-22 21:46:34.564074
412,Joao Pereira,391.853.931-69,289238226,AE,2011-10-15,2021-10-12,2026-04-22 21:46:34.564079
413,Carlos Alves,119.616.281-59,558971550,E,2019-01-18,2029-01-15,2026-04-22 21:46:34.564083
414,Beatriz Ferreira,699.512.789-44,922266088,AD,2022-02-03,2032-02-01,2026-04-22 21:46:34.564090
415,Joao Gomes,582.556.952-32,289130000,AB,2016-02-20,2026-02-17,2026-04-22 21:46:34.564095
416,Ricardo Santos,839.778.752-77,978687903,B,2022-09-29,2032-09-26,2026-04-22 21:46:34.564098
417,Maria Ferreira,715.946.874-86,142163710,AB,2018-05-29,2028-05-26,2026-04-22 21:46:34.564102
418,Paulo Rodrigues,992.849.281-37,492377731,AB,2012-09-04,2022-09-02,2026-04-22 21:46:34.564106
419,Joao Pereira,504.683.965-55,719544190,D,2020-08-07,2030-08-05,2026-04-22 21:46:34.564110
420,Ana Silva,412.110.411-91,282782630,AB,2013-06-28,2023-06-26,2026-04-22 21:46:34.564114
421,Beatriz Pereira,563.840.270-34,133558681,AE,2019-01-12,2029-01-09,2026-04-22 21:46:34.564117
422,Beatriz Souza,171.827.337-78,660375719,C,2021-02-16,2031-02-14,2026-04-22 21:46:34.564121
423,Fernanda Santos,209.204.707-18,976800969,C,2010-05-30,2020-05-27,2026-04-22 21:46:34.564125
424,Beatriz Alves,883.534.193-66,175186361,B,2015-02-27,2025-02-24,2026-04-22 21:46:34.564128
425,Jose Lima,566.305.703-66,710384630,B,2014-05-22,2024-05-19,2026-04-22 21:46:34.564132
426,Adriana Rodrigues,822.933.105-58,487296915,E,2015-03-12,2025-03-09,2026-04-22 21:46:34.564136
427,Ricardo Rodrigues,530.659.707-44,993355127,B,2014-05-14,2024-05-11,2026-04-22 21:46:34.564139
428,Joao Souza,199.402.321-92,540785703,AC,2013-11-04,2023-11-02,2026-04-22 21:46:34.564145
429,Carlos Rodrigues,600.405.393-60,718546991,AE,2023-04-07,2033-04-04,2026-04-22 21:46:34.564149
430,Joao Oliveira,115.738.101-77,591400219,AD,2023-04-13,2033-04-10,2026-04-22 21:46:34.564152
431,Carlos Pereira,606.689.272-35,403125279,A,2014-07-05,2024-07-02,2026-04-22 21:46:34.564156
432,Adriana Oliveira,673.759.159-69,285389717,AC,2020-12-14,2030-12-12,2026-04-22 21:46:34.564162
433,Paulo Alves,886.506.897-49,872463026,C,2022-11-12,2032-11-09,2026-04-22 21:46:34.564165
434,Ricardo Pereira,962.738.679-15,470640172,AB,2022-12-16,2032-12-13,2026-04-22 21:46:34.564169
435,Fernanda Lima,908.802.736-61,954664027,AC,2021-10-24,2031-10-22,2026-04-22 21:46:34.564172
436,Ricardo Santos,964.378.418-83,373869986,AE,2016-09-29,2026-09-27,2026-04-22 21:46:34.564176
437,Jose Souza,296.868.808-25,483073879,E,2017-08-21,2027-08-19,2026-04-22 21:46:34.564180
438,Jose Lima,339.667.446-65,902205698,B,2022-06-19,2032-06-16,2026-04-22 21:46:34.564183
439,Beatriz Pereira,836.166.906-89,350045820,AE,2016-08-21,2026-08-19,2026-04-22 21:46:34.564187
440,Fernanda Oliveira,508.551.124-31,337031230,AD,2010-02-16,2020-02-14,2026-04-22 21:46:34.564191
441,Maria Gomes,456.127.346-87,358706783,B,2012-05-16,2022-05-14,2026-04-22 21:46:34.564195
442,Paulo Gomes,178.493.472-85,987830438,C,2010-04-27,2020-04-24,2026-04-22 21:46:34.564201
443,Joao Rodrigues,546.734.902-63,466283538,B,2011-05-21,2021-05-18,2026-04-22 21:46:34.564204
444,Carlos Silva,665.517.654-43,463133419,AE,2016-06-20,2026-06-18,2026-04-22 21:46:34.564208
445,Ana Pereira,756.225.879-77,317797810,AC,2022-02-26,2032-02-24,2026-04-22 21:46:34.564212
446,Paulo Pereira,774.373.918-84,923234779,B,2010-12-05,2020-12-02,2026-04-22 21:46:34.564215
447,Fernanda Santos,880.182.350-60,218429041,D,2023-06-13,2033-06-10,2026-04-22 21:46:34.564219
448,Fernanda Lima,356.269.621-63,268507432,D,2019-12-21,2029-12-18,2026-04-22 21:46:34.564223
449,Maria Santos,320.860.708-51,381275093,AB,2020-10-31,2030-10-29,2026-04-22 21:46:34.564228
450,Beatriz Souza,449.191.530-79,253141583,B,2017-07-27,2027-07-25,2026-04-22 21:46:34.564232
451,Ricardo Gomes,666.112.695-78,765476059,D,2016-07-24,2026-07-22,2026-04-22 21:46:34.564317
452,Maria Alves,244.267.513-49,820956590,B,2016-09-19,2026-09-17,2026-04-22 21:46:34.564320
453,Joao Santos,149.413.971-58,223444909,C,2018-05-20,2028-05-17,2026-04-22 21:46:34.564324
454,Joao Santos,494.112.795-67,656870204,B,2017-07-31,2027-07-29,2026-04-22 21:46:34.564328
455,Paulo Ferreira,677.897.147-70,513340377,B,2013-01-18,2023-01-16,2026-04-22 21:46:34.564331
456,Maria Alves,952.314.759-91,286928128,AB,2023-07-23,2033-07-20,2026-04-22 21:46:34.564335
457,Paulo Lima,682.329.306-64,945488034,AC,2014-06-11,2024-06-08,2026-04-22 21:46:34.564339
458,Ricardo Rodrigues,639.365.704-87,689786371,E,2020-10-09,2030-10-07,2026-04-22 21:46:34.564343
459,Paulo Santos,221.839.595-11,174578567,C,2010-07-28,2020-07-25,2026-04-22 21:46:34.564346
460,Carlos Rodrigues,249.253.985-87,382339164,B,2018-03-07,2028-03-04,2026-04-22 21:46:34.564350
461,Beatriz Lima,188.885.666-34,959282283,A,2011-05-21,2021-05-18,2026-04-22 21:46:34.564353
462,Ricardo Ferreira,896.956.995-87,272202336,AB,2017-11-19,2027-11-17,2026-04-22 21:46:34.564357
463,Maria Rodrigues,448.212.399-92,444820398,AD,2014-03-28,2024-03-25,2026-04-22 21:46:34.564361
464,Paulo Oliveira,451.234.132-34,828063353,C,2020-01-15,2030-01-12,2026-04-22 21:46:34.564367
465,Maria Souza,734.809.365-15,621535631,AB,2021-08-22,2031-08-20,2026-04-22 21:46:34.564371
466,Ana Souza,817.194.494-18,340406105,AE,2017-07-31,2027-07-29,2026-04-22 21:46:34.564375
467,Adriana Ferreira,202.802.918-85,455311911,C,2014-11-26,2024-11-23,2026-04-22 21:46:34.564379
468,Ricardo Pereira,353.936.989-16,860054373,A,2020-07-27,2030-07-25,2026-04-22 21:46:34.564382
469,Adriana Ferreira,713.561.268-38,447173098,B,2020-07-21,2030-07-19,2026-04-22 21:46:34.564386
470,Joao Silva,958.712.987-90,211418092,E,2013-12-26,2023-12-24,2026-04-22 21:46:34.564394
471,Fernanda Silva,735.622.136-11,567005483,AB,2011-10-18,2021-10-15,2026-04-22 21:46:34.564400
472,Carlos Rodrigues,287.497.953-66,181702141,D,2018-10-18,2028-10-15,2026-04-22 21:46:34.564404
473,Joao Souza,742.602.633-69,178308489,AC,2019-02-13,2029-02-10,2026-04-22 21:46:34.564408
474,Ricardo Ferreira,131.284.452-77,196666509,AB,2020-05-12,2030-05-10,2026-04-22 21:46:34.564411
475,Ricardo Gomes,834.250.347-67,706057359,D,2020-08-22,2030-08-20,2026-04-22 21:46:34.564415
476,Carlos Lima,978.534.760-76,168784050,D,2022-03-08,2032-03-05,2026-04-22 21:46:34.564419
477,Carlos Gomes,368.345.741-77,358921829,AD,2016-12-17,2026-12-15,2026-04-22 21:46:34.564422
478,Ricardo Gomes,503.255.642-65,769601278,AC,2016-11-19,2026-11-17,2026-04-22 21:46:34.564426
479,Maria Ferreira,203.962.434-82,810367873,AD,2014-03-14,2024-03-11,2026-04-22 21:46:34.564430
480,Joao Oliveira,190.470.658-71,775500832,E,2021-01-04,2031-01-02,2026-04-22 21:46:34.564433
481,Adriana Souza,452.133.180-15,837951249,AB,2015-07-02,2025-06-29,2026-04-22 21:46:34.564437
482,Jose Gomes,862.274.533-14,628877974,D,2013-03-06,2023-03-04,2026-04-22 21:46:34.564440
483,Ana Souza,388.220.123-15,812147495,AC,2014-06-05,2024-06-02,2026-04-22 21:46:34.564444
484,Beatriz Lima,561.674.853-14,616391809,B,2021-03-22,2031-03-20,2026-04-22 21:46:34.564448
485,Paulo Ferreira,657.457.874-63,417523957,AC,2012-01-02,2021-12-30,2026-04-22 21:46:34.564451
486,Carlos Oliveira,615.773.747-18,493482692,E,2019-09-08,2029-09-05,2026-04-22 21:46:34.564455
487,Adriana Souza,647.537.957-94,158746919,C,2019-12-26,2029-12-23,2026-04-22 21:46:34.564458
488,Adriana Oliveira,694.421.769-36,573381857,D,2014-01-06,2024-01-04,2026-04-22 21:46:34.564462
489,Fernanda Ferreira,259.172.719-41,151739957,A,2013-10-01,2023-09-29,2026-04-22 21:46:34.564466
490,Paulo Santos,398.432.268-15,830472276,A,2017-11-13,2027-11-11,2026-04-22 21:46:34.564472
491,Jose Rodrigues,345.801.745-52,237824404,AD,2023-03-29,2033-03-26,2026-04-22 21:46:34.564479
492,Joao Lima,666.866.815-34,874053936,AD,2013-11-16,2023-11-14,2026-04-22 21:46:34.564483
493,Carlos Lima,788.130.783-25,805220020,AE,2018-08-20,2028-08-17,2026-04-22 21:46:34.564487
494,Adriana Gomes,661.287.239-14,474429613,E,2015-04-10,2025-04-07,2026-04-22 21:46:34.564490
495,Adriana Rodrigues,200.187.619-15,672138775,A,2021-10-21,2031-10-19,2026-04-22 21:46:34.564494
496,Carlos Oliveira,394.267.716-59,481780656,AB,2021-11-10,2031-11-08,2026-04-22 21:46:34.564498
497,Adriana Lima,442.189.781-83,182589085,D,2015-04-29,2025-04-26,2026-04-22 21:46:34.564501
498,Carlos Alves,577.919.591-51,813185681,AE,2011-01-27,2021-01-24,2026-04-22 21:46:34.564507
499,Adriana Pereira,498.921.944-86,748592071,C,2014-07-11,2024-07-08,2026-04-22 21:46:34.564511
500,Fernanda Gomes,645.854.352-99,427670827,D,2021-11-30,2031-11-28,2026-04-22 21:46:34.564514
501,Carlos Ferreira,730.189.344-47,760447453,C,2014-08-22,2024-08-19,2026-04-22 21:46:34.564518
502,Maria Gomes,187.903.228-79,462345918,AE,2013-08-22,2023-08-20,2026-04-22 21:46:34.564521
503,Ana Alves,553.180.531-80,658281392,AD,2015-01-25,2025-01-22,2026-04-22 21:46:34.564525
